batch_id,product_id,organism,site,fermenter,start_date,raw_material_lot,supplier,planned_volume_L,production_status,estimated_batch_cost_usd,temperature_C_avg,pH_avg,dissolved_oxygen_pct_avg,agitation_rpm_avg,airflow_vvm_avg,feed_rate_L_hr_avg,fermentation_time_hr,inoculum_age_hr,substrate_concentration_g_L,yield_pct,deviation_flag,sample_id,enzyme_activity_U_mL,protein_concentration_mg_mL,purity_pct,hplc_main_peak_pct,qc_status,analytical_method,instrument_id,analyst,predicted_quality_risk,anomaly_flag
B2026-0164,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-05-02,RM-8827,Supplier_A,4000,Released,50790.0,30.14,5.42,25.35,397.8,1.01,3.7,76.4,17.3,50.4,89.39,0,S00164,848.4,12.39,92.51,91.41,Released,HPLC-ENZ-204,HPLC-02,Analyst_D,0.014,0
B2026-0165,ENZ-AN-001,Aspergillus niger,Rochester,F-03,2026-04-26,RM-2153,Supplier_B,3000,Released,47796.0,29.65,6.11,33.17,372.5,0.97,3.53,76.4,20.2,40.0,90.02,0,S00165,901.6,12.66,95.84,95.21,Released,HPLC-ENZ-204,HPLC-01,Analyst_D,0.0,0
B2026-0166,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-03-29,RM-9251,Supplier_B,4000,Released,55399.0,30.34,5.89,31.86,491.1,1.48,3.48,67.5,17.5,42.6,83.9,0,S00166,843.8,14.48,94.62,93.79,Released,HPLC-ENZ-204,HPLC-02,Analyst_B,0.002,0
B2026-0167,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-02,2026-06-15,RM-2262,Supplier_B,3000,Released,48391.0,29.63,5.94,34.26,345.7,1.03,3.3,74.2,17.9,34.3,82.64,0,S00167,772.5,13.07,93.96,94.18,Released,HPLC-ENZ-204,HPLC-02,Analyst_A,0.0,0
B2026-0168,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-02,2026-05-30,RM-5413,Supplier_C,4000,Released,54510.0,30.0,6.45,40.68,508.2,1.01,3.98,71.5,15.5,45.2,82.17,0,S00168,807.9,12.73,92.19,91.35,Released,HPLC-ENZ-204,HPLC-02,Analyst_C,0.0,0
B2026-0169,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-04-28,RM-5264,Supplier_A,5000,Quality Review,52184.0,30.69,5.96,17.88,418.2,1.19,2.92,74.5,25.1,38.1,81.39,1,S00169,892.1,12.24,93.32,91.12,Hold,HPLC-ENZ-204,HPLC-02,Analyst_B,0.994,0
B2026-0170,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-03,2026-06-09,RM-9606,Supplier_B,4000,Released,50024.0,29.61,6.03,39.79,356.1,1.18,2.51,73.0,24.3,42.6,84.44,0,S00170,821.4,12.43,92.88,92.15,Released,HPLC-ENZ-204,HPLC-01,Analyst_A,0.0,0
B2026-0171,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-06-17,RM-6915,Supplier_A,3000,Released,49867.0,30.56,6.75,32.07,382.7,1.04,3.74,77.4,22.1,40.3,81.68,0,S00171,764.7,14.2,93.2,92.87,Released,HPLC-ENZ-204,HPLC-02,Analyst_B,0.002,0
B2026-0172,ENZ-AN-001,Aspergillus niger,Rochester,F-02,2026-05-05,RM-8876,Supplier_A,4000,Released,48697.0,30.47,5.73,30.37,375.9,1.15,3.75,72.3,27.9,53.6,83.0,0,S00172,800.7,12.5,93.0,92.58,Released,HPLC-ENZ-204,HPLC-03,Analyst_D,0.0,0
B2026-0173,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-02-28,RM-6361,Supplier_A,5000,Quality Review,41302.0,29.33,5.52,20.23,349.9,1.42,3.66,71.2,19.2,53.9,78.91,1,S00173,773.8,11.99,90.44,91.51,Hold,HPLC-ENZ-204,HPLC-02,Analyst_B,0.856,0
B2026-0174,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-02,2026-06-16,RM-8426,Supplier_A,4000,Released,54489.0,30.68,5.95,36.02,425.2,1.05,3.62,76.9,32.1,42.3,79.99,0,S00174,773.1,11.77,94.35,93.92,Released,HPLC-ENZ-204,HPLC-03,Analyst_B,0.008,0
B2026-0175,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-06-07,RM-8668,Supplier_A,3000,Quality Review,53505.0,30.49,5.95,12.69,352.5,0.95,3.22,74.6,19.1,42.4,78.79,1,S00175,767.1,11.78,92.78,93.4,Hold,HPLC-ENZ-204,HPLC-03,Analyst_C,0.992,0
B2026-0176,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-08-05,RM-8736,Supplier_A,4000,Released,57523.0,30.07,5.62,37.19,300.1,1.37,3.83,75.3,21.0,39.8,90.48,0,S00176,814.6,10.68,93.47,93.45,Released,HPLC-ENZ-204,HPLC-03,Analyst_C,0.518,0
B2026-0177,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-02-02,RM-4704,Supplier_A,4000,Released,48546.0,29.47,5.44,20.06,399.1,1.29,3.37,69.0,18.4,48.6,92.41,0,S00177,854.6,11.52,93.57,93.54,Released,HPLC-ENZ-204,HPLC-01,Analyst_B,0.352,0
B2026-0178,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-04,2026-04-03,RM-4436,Supplier_B,4000,Released,64320.0,29.4,6.61,32.43,320.8,1.09,3.13,67.3,21.5,40.0,78.5,0,S00178,759.0,14.45,93.28,92.69,Released,HPLC-ENZ-204,HPLC-03,Analyst_D,0.0,0
B2026-0179,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-03,2026-07-23,RM-9862,Supplier_B,3000,Released,49532.0,29.62,5.91,31.05,378.6,0.92,3.23,69.4,23.3,39.5,77.04,0,S00179,744.5,12.23,91.63,91.59,Released,HPLC-ENZ-204,HPLC-02,Analyst_C,0.0,0
B2026-0180,ENZ-AN-001,Aspergillus niger,Rochester,F-03,2026-04-24,RM-7807,Supplier_A,5000,Quality Review,46312.0,30.38,5.54,41.36,370.0,1.07,4.51,69.2,19.5,47.9,86.17,1,S00180,813.2,13.42,90.91,90.38,Hold,HPLC-ENZ-204,HPLC-02,Analyst_A,0.768,0
B2026-0181,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-04,2026-07-27,RM-9254,Supplier_A,3000,Released,45541.0,29.33,6.12,30.57,372.1,1.19,2.45,75.5,27.1,38.8,79.95,0,S00181,771.6,9.28,93.48,93.6,Released,HPLC-ENZ-204,HPLC-02,Analyst_B,0.0,0
B2026-0182,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-02,2026-01-03,RM-6195,Supplier_A,3000,Quality Review,40730.0,30.31,5.76,26.45,530.1,1.41,3.67,76.4,21.0,41.8,90.13,1,S00182,879.0,13.24,94.64,94.47,Hold,HPLC-ENZ-204,HPLC-01,Analyst_D,0.012,0
B2026-0183,ENZ-AN-001,Aspergillus niger,Rochester,F-02,2026-01-08,RM-9360,Supplier_B,3000,Released,61962.0,29.13,5.71,27.95,423.1,1.01,2.48,71.3,21.1,32.5,78.9,0,S00183,809.6,12.29,92.65,91.99,Released,HPLC-ENZ-204,HPLC-03,Analyst_A,0.0,0
B2026-0184,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-06-25,RM-7476,Supplier_A,4000,Released,60912.0,29.86,6.0,42.18,433.5,1.18,3.34,78.4,16.4,46.2,86.39,0,S00184,836.2,11.87,92.26,92.96,Released,HPLC-ENZ-204,HPLC-02,Analyst_A,0.0,0
B2026-0185,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-02,2026-03-20,RM-7682,Supplier_A,4000,Released,55905.0,30.08,5.35,36.29,322.3,1.32,3.16,78.2,21.7,53.6,84.89,0,S00185,844.4,12.74,93.6,93.89,Released,HPLC-ENZ-204,HPLC-03,Analyst_C,0.006,0
B2026-0186,ENZ-AN-001,Aspergillus niger,Rochester,F-01,2026-04-25,RM-2599,Supplier_A,4000,Quality Review,46175.0,31.71,5.92,28.91,384.0,0.77,2.25,73.1,19.5,46.3,82.03,1,S00186,774.9,11.86,91.45,91.13,Hold,HPLC-ENZ-204,HPLC-03,Analyst_B,0.848,1
B2026-0187,ENZ-AN-001,Aspergillus niger,Wilmington,F-03,2026-04-05,RM-6101,Supplier_A,4000,Released,63773.0,29.04,6.47,30.11,431.8,1.39,3.61,68.3,17.6,50.8,80.53,0,S00187,810.8,9.74,91.82,91.92,Released,HPLC-ENZ-204,HPLC-02,Analyst_B,0.004,0
B2026-0188,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-03-31,RM-7581,Supplier_A,4000,Quality Review,49714.0,31.03,5.96,19.46,363.7,0.99,3.19,79.1,16.9,36.9,80.11,1,S00188,798.0,13.7,92.11,92.05,Hold,HPLC-ENZ-204,HPLC-03,Analyst_B,0.988,0
B2026-0189,ENZ-AN-001,Aspergillus niger,Rochester,F-04,2026-07-26,RM-7848,Supplier_B,4000,Quality Review,50251.0,30.1,5.67,35.11,469.9,1.26,2.25,71.7,30.7,43.4,81.42,1,S00189,832.5,12.82,94.16,93.55,Hold,HPLC-ENZ-204,HPLC-02,Analyst_A,0.002,0
B2026-0190,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-01-21,RM-9617,Supplier_B,5000,Quality Review,61342.0,30.29,5.62,17.92,353.9,1.24,3.86,72.6,18.9,36.3,78.15,1,S00190,794.5,12.09,92.38,92.43,Hold,HPLC-ENZ-204,HPLC-02,Analyst_B,1.0,0
B2026-0191,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-02,2026-06-19,RM-3942,Supplier_B,4000,Released,56283.0,30.08,5.66,38.01,404.2,1.4,4.19,70.5,14.2,40.6,83.18,0,S00191,836.7,11.24,92.78,92.35,Released,HPLC-ENZ-204,HPLC-03,Analyst_A,0.18,0
B2026-0192,ENZ-AN-001,Aspergillus niger,Wilmington,F-03,2026-07-15,RM-3723,Supplier_B,3000,Released,66307.0,30.31,5.71,33.03,387.8,1.3,4.22,68.0,17.2,46.6,76.84,0,S00192,745.6,10.59,95.03,94.37,Released,HPLC-ENZ-204,HPLC-03,Analyst_C,0.132,0
B2026-0193,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-05-25,RM-9724,Supplier_B,5000,Released,53617.0,29.89,5.67,51.1,429.0,0.77,3.6,65.4,19.8,42.6,84.29,0,S00193,831.7,12.79,93.85,92.72,Released,HPLC-ENZ-204,HPLC-03,Analyst_C,0.004,0
B2026-0194,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-03,2026-03-28,RM-9874,Supplier_A,5000,Quality Review,49419.0,31.02,6.12,23.2,384.8,1.06,3.43,74.8,22.2,33.5,82.57,1,S00194,852.3,14.6,93.66,93.41,Hold,HPLC-ENZ-204,HPLC-03,Analyst_D,0.996,0
B2026-0195,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-02-05,RM-2618,Supplier_B,4000,Released,48023.0,29.68,5.19,31.18,405.1,1.22,4.13,68.5,22.2,34.1,82.62,0,S00195,775.5,12.76,92.82,93.22,Released,HPLC-ENZ-204,HPLC-02,Analyst_A,0.016,0
B2026-0196,ENZ-AN-001,Aspergillus niger,Wilmington,F-03,2026-05-31,RM-4405,Supplier_B,5000,Quality Review,39995.0,30.79,6.1,46.39,407.0,1.16,4.33,85.8,22.7,33.7,78.85,1,S00196,740.8,10.7,92.17,91.68,Hold,HPLC-ENZ-204,HPLC-03,Analyst_B,0.878,1
B2026-0197,ENZ-AN-001,Aspergillus niger,Rochester,F-03,2026-04-14,RM-9531,Supplier_A,4000,Released,50189.0,29.55,5.67,41.53,379.6,1.29,4.02,67.1,17.4,44.9,83.97,0,S00197,825.9,12.79,90.77,92.54,Released,HPLC-ENZ-204,HPLC-01,Analyst_B,0.002,0
B2026-0198,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-03,2026-02-02,RM-2797,Supplier_B,4000,Released,59440.0,29.96,5.93,26.43,446.7,1.34,2.88,66.3,21.4,54.4,85.14,0,S00198,847.5,12.43,94.68,95.3,Released,HPLC-ENZ-204,HPLC-03,Analyst_C,0.002,0
B2026-0199,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-03-21,RM-8047,Supplier_A,5000,Released,55892.0,29.25,5.41,33.79,433.1,1.31,3.51,74.3,16.5,50.2,87.48,0,S00199,813.9,13.62,94.29,95.2,Released,HPLC-ENZ-204,HPLC-02,Analyst_C,0.0,0
B2026-0200,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-07-31,RM-2010,Supplier_B,5000,Released,52132.0,30.32,6.27,32.02,415.1,1.16,3.64,78.9,17.5,30.6,82.84,0,S00200,803.6,13.29,93.07,93.63,Released,HPLC-ENZ-204,HPLC-02,Analyst_D,0.0,0
B2026-0201,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-04,2026-02-28,RM-2604,Supplier_B,4000,Released,45533.0,31.01,6.24,34.26,396.3,0.87,2.4,72.3,16.3,50.5,79.64,0,S00201,772.4,8.62,92.8,94.1,Released,HPLC-ENZ-204,HPLC-03,Analyst_D,0.146,0
B2026-0202,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-01,2026-02-09,RM-8063,Supplier_C,4000,Released,53475.0,29.95,6.14,26.41,463.8,1.12,3.66,74.6,15.2,47.6,87.18,0,S00202,748.5,13.21,94.6,94.05,Released,HPLC-ENZ-204,HPLC-01,Analyst_D,0.018,0
B2026-0203,ENZ-AN-001,Aspergillus niger,Rochester,F-02,2026-05-31,RM-6466,Supplier_C,4000,Quality Review,58583.0,29.86,5.27,31.29,407.0,1.27,4.65,63.7,24.3,32.7,80.04,1,S00203,770.5,11.2,91.14,89.35,Hold,HPLC-ENZ-204,HPLC-03,Analyst_A,0.892,1
B2026-0204,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-02-13,RM-5992,Supplier_B,3000,Quality Review,54800.0,29.22,6.09,19.22,403.1,1.0,3.75,69.0,22.8,40.2,75.13,1,S00204,726.7,10.65,91.81,91.49,Hold,HPLC-ENZ-204,HPLC-02,Analyst_A,0.994,0
B2026-0205,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-07-22,RM-8708,Supplier_B,5000,Released,53084.0,29.84,5.94,33.08,425.8,1.31,4.21,67.2,23.9,48.6,84.71,0,S00205,817.6,12.25,92.11,92.5,Released,HPLC-ENZ-204,HPLC-02,Analyst_D,0.1,0
B2026-0206,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-07-08,RM-3763,Supplier_B,4000,Released,46820.0,28.89,5.24,35.6,513.3,1.36,3.5,63.5,20.2,45.3,80.94,0,S00206,852.7,13.03,95.22,95.33,Released,HPLC-ENZ-204,HPLC-01,Analyst_D,0.0,0
B2026-0207,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-08-05,RM-5529,Supplier_A,4000,Released,57637.0,29.36,5.79,30.18,346.3,1.22,3.36,72.5,23.1,34.1,89.54,0,S00207,815.9,10.37,95.0,95.2,Released,HPLC-ENZ-204,HPLC-02,Analyst_B,0.0,0
B2026-0208,ENZ-AN-001,Aspergillus niger,Rochester,F-04,2026-07-20,RM-6475,Supplier_C,4000,Quality Review,31643.0,30.16,5.93,19.08,462.3,0.7,3.61,61.9,13.0,45.7,79.75,1,S00208,740.5,13.42,90.33,91.26,Hold,HPLC-ENZ-204,HPLC-03,Analyst_A,0.982,1
B2026-0209,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-02-23,RM-7658,Supplier_A,4000,Released,54488.0,30.92,5.99,39.91,315.9,0.97,2.95,66.1,23.5,29.2,81.13,0,S00209,673.2,13.49,91.3,91.56,Released,HPLC-ENZ-204,HPLC-01,Analyst_C,0.13,1
B2026-0210,ENZ-AN-001,Aspergillus niger,Rochester,F-02,2026-02-16,RM-3988,Supplier_A,4000,Quality Review,68707.0,31.97,5.86,34.92,432.0,1.54,2.87,69.6,20.7,40.7,80.53,1,S00210,763.4,12.56,92.89,93.45,Hold,HPLC-ENZ-204,HPLC-02,Analyst_C,0.892,0
B2026-0211,ENZ-AN-001,Aspergillus niger,Rochester,F-01,2026-03-17,RM-6702,Supplier_A,5000,Released,42196.0,29.59,5.9,26.19,506.6,1.1,4.1,68.3,22.5,48.8,85.56,0,S00211,815.0,11.37,92.99,92.33,Released,HPLC-ENZ-204,HPLC-03,Analyst_D,0.008,0
B2026-0212,ENZ-AN-001,Aspergillus niger,Rochester,F-03,2026-04-14,RM-5034,Supplier_C,4000,Quality Review,50431.0,31.0,6.32,29.76,446.9,0.84,4.15,73.8,21.5,42.1,74.03,1,S00212,700.3,11.23,90.81,90.05,Hold,HPLC-ENZ-204,HPLC-02,Analyst_C,0.758,0
B2026-0213,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-07-13,RM-5877,Supplier_A,4000,Quality Review,51949.0,30.17,6.23,19.99,429.4,1.42,2.85,73.4,16.1,39.0,86.07,1,S00213,887.5,13.83,95.94,97.07,Hold,HPLC-ENZ-204,HPLC-02,Analyst_D,0.998,0
B2026-0214,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-04,2026-06-11,RM-8763,Supplier_A,4000,Quality Review,48993.0,29.89,4.8,23.8,389.2,1.2,3.93,76.0,14.0,47.3,77.23,1,S00214,792.4,10.54,93.1,93.17,Hold,HPLC-ENZ-204,HPLC-02,Analyst_D,0.934,0
B2026-0215,ENZ-AN-001,Aspergillus niger,Rochester,F-03,2026-05-22,RM-4542,Supplier_A,4000,Released,58736.0,30.3,5.69,27.7,421.7,1.4,3.35,75.4,17.2,47.8,83.4,0,S00215,815.8,13.88,93.91,93.47,Released,HPLC-ENZ-204,HPLC-01,Analyst_A,0.0,0
B2026-0216,ENZ-AN-001,Aspergillus niger,Rochester,F-04,2026-07-13,RM-7012,Supplier_A,3000,Released,55071.0,30.04,5.74,41.83,406.1,1.25,3.59,77.1,22.3,49.9,91.77,0,S00216,875.2,12.29,93.35,92.91,Released,HPLC-ENZ-204,HPLC-02,Analyst_A,0.0,0
B2026-0217,ENZ-AN-001,Aspergillus niger,Wilmington,F-03,2026-05-23,RM-9476,Supplier_A,4000,Released,52990.0,30.08,5.19,26.88,376.8,1.28,3.65,72.0,22.8,47.2,91.31,0,S00217,933.6,12.38,95.0,94.54,Released,HPLC-ENZ-204,HPLC-03,Analyst_D,0.006,0
B2026-0218,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-03-25,RM-7860,Supplier_B,3000,Released,57182.0,29.71,5.83,37.12,404.1,1.27,3.95,73.4,14.5,48.5,79.67,0,S00218,776.0,10.28,92.51,92.01,Released,HPLC-ENZ-204,HPLC-02,Analyst_A,0.0,0
B2026-0219,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-04,2026-04-01,RM-9897,Supplier_A,4000,Released,52109.0,29.02,6.24,27.69,430.9,1.33,3.45,74.3,16.1,46.4,81.16,0,S00219,754.2,12.31,92.78,91.88,Released,HPLC-ENZ-204,HPLC-02,Analyst_A,0.0,0
B2026-0220,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-04-24,RM-6250,Supplier_C,5000,Released,72669.0,28.92,5.42,33.98,377.8,1.61,4.18,72.6,17.1,43.6,80.82,0,S00220,710.6,13.3,93.82,92.76,Released,HPLC-ENZ-204,HPLC-01,Analyst_D,0.08,0
B2026-0221,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-01-20,RM-3537,Supplier_C,4000,Released,52984.0,30.46,5.92,30.87,375.7,1.37,3.57,70.2,18.6,42.5,91.27,0,S00221,867.2,10.76,92.17,92.04,Released,HPLC-ENZ-204,HPLC-03,Analyst_A,0.0,0
B2026-0222,ENZ-AN-001,Aspergillus niger,Rochester,F-04,2026-06-13,RM-9921,Supplier_A,4000,Released,53269.0,29.81,5.48,38.98,345.2,0.92,3.74,70.5,14.6,40.6,85.05,0,S00222,861.9,13.15,95.42,95.01,Released,HPLC-ENZ-204,HPLC-03,Analyst_A,0.0,0
B2026-0223,ENZ-AN-001,Aspergillus niger,Rochester,F-03,2026-05-24,RM-6800,Supplier_A,4000,Released,40882.0,29.58,5.56,27.72,441.5,1.28,2.94,68.3,14.3,34.7,82.48,0,S00223,906.0,12.62,93.47,94.24,Released,HPLC-ENZ-204,HPLC-03,Analyst_A,0.0,0
B2026-0224,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-03,2026-06-10,RM-3172,Supplier_B,3000,Quality Review,48468.0,30.01,6.32,19.42,450.0,1.41,4.59,73.9,16.7,36.3,82.19,1,S00224,803.6,11.66,94.76,94.96,Hold,HPLC-ENZ-204,HPLC-02,Analyst_B,0.998,0
B2026-0225,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-04-28,RM-3854,Supplier_A,5000,Quality Review,59458.0,30.56,5.61,20.94,432.7,1.42,3.66,71.6,20.3,40.3,84.33,1,S00225,786.7,13.61,92.14,92.33,Hold,HPLC-ENZ-204,HPLC-02,Analyst_C,1.0,0
B2026-0226,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-04,2026-06-22,RM-3360,Supplier_A,4000,Released,43320.0,30.13,5.96,27.74,473.1,1.12,3.79,69.0,15.3,43.4,88.48,0,S00226,807.2,9.64,92.74,92.22,Released,HPLC-ENZ-204,HPLC-02,Analyst_C,0.0,0
B2026-0227,ENZ-AN-001,Aspergillus niger,Wilmington,F-03,2026-07-28,RM-8501,Supplier_C,3000,Quality Review,37976.0,29.54,5.15,22.01,424.8,1.41,2.52,69.0,19.5,50.6,76.6,1,S00227,772.5,12.95,91.27,91.18,Hold,HPLC-ENZ-204,HPLC-01,Analyst_D,0.81,0
B2026-0228,ENZ-AN-001,Aspergillus niger,Rochester,F-04,2026-05-06,RM-1832,Supplier_C,3000,Released,52210.0,30.86,6.45,35.28,441.6,1.37,2.95,66.6,24.2,41.7,80.19,0,S00228,702.4,14.61,93.32,93.57,Released,HPLC-ENZ-204,HPLC-01,Analyst_C,0.01,0
B2026-0229,ENZ-AN-001,Aspergillus niger,Rochester,F-02,2026-04-08,RM-7658,Supplier_B,5000,Quality Review,60910.0,31.11,6.01,28.27,436.7,1.66,4.08,76.4,14.8,48.0,72.59,1,S00229,734.4,14.37,92.34,92.84,Hold,HPLC-ENZ-204,HPLC-02,Analyst_D,0.202,1
B2026-0230,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-01-24,RM-5985,Supplier_A,4000,Released,52275.0,30.35,5.74,51.0,415.0,1.06,3.56,72.4,19.2,48.5,85.38,0,S00230,867.9,13.01,92.98,92.92,Released,HPLC-ENZ-204,HPLC-02,Analyst_A,0.0,0
B2026-0231,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-06-21,RM-1661,Supplier_B,4000,Quality Review,49815.0,30.68,6.0,18.1,390.8,1.11,2.35,68.1,24.1,40.6,80.39,1,S00231,803.3,12.11,91.82,92.58,Hold,HPLC-ENZ-204,HPLC-01,Analyst_B,0.996,0
B2026-0232,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-07-18,RM-6519,Supplier_B,3000,Released,39920.0,30.87,5.31,33.63,541.8,1.14,3.97,75.6,18.3,45.6,80.09,0,S00232,771.0,11.67,91.49,91.5,Released,HPLC-ENZ-204,HPLC-03,Analyst_B,0.088,0
B2026-0233,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-01,2026-06-03,RM-7777,Supplier_A,3000,Quality Review,54940.0,30.79,6.21,22.98,395.1,1.11,3.1,69.5,17.7,40.5,82.3,1,S00233,827.3,12.11,93.17,93.73,Hold,HPLC-ENZ-204,HPLC-02,Analyst_A,0.982,0
B2026-0234,ENZ-AN-001,Aspergillus niger,Rochester,F-03,2026-07-10,RM-7532,Supplier_B,5000,Released,56298.0,30.43,5.69,28.05,383.4,1.04,4.18,65.7,24.7,49.9,77.46,0,S00234,763.6,13.21,92.19,91.84,Released,HPLC-ENZ-204,HPLC-03,Analyst_D,0.032,0
B2026-0235,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-02,2026-07-09,RM-5756,Supplier_A,3000,Released,40419.0,30.42,5.73,33.13,443.9,0.7,3.35,76.6,18.8,45.8,85.44,0,S00235,796.7,11.45,92.72,91.45,Released,HPLC-ENZ-204,HPLC-01,Analyst_A,0.022,0
B2026-0236,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-01,2026-06-25,RM-4018,Supplier_A,3000,Quality Review,59374.0,30.36,5.63,13.4,433.9,1.12,3.51,69.6,24.4,34.9,82.64,1,S00236,888.4,13.48,95.12,95.31,Hold,HPLC-ENZ-204,HPLC-01,Analyst_B,0.994,0
B2026-0237,ENZ-AN-001,Aspergillus niger,Rochester,F-02,2026-04-21,RM-2474,Supplier_B,4000,Released,56977.0,29.23,5.6,33.89,342.7,1.27,4.05,70.2,21.7,43.0,83.11,0,S00237,793.7,15.27,93.21,93.72,Released,HPLC-ENZ-204,HPLC-01,Analyst_B,0.002,0
B2026-0238,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-03,2026-01-22,RM-1110,Supplier_A,5000,Released,59360.0,30.49,6.04,47.22,481.7,1.11,2.91,72.2,18.6,51.9,76.4,0,S00238,780.7,12.42,94.16,94.57,Released,HPLC-ENZ-204,HPLC-03,Analyst_A,0.0,0
B2026-0239,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-01-01,RM-4235,Supplier_A,4000,Released,55793.0,29.05,5.89,28.37,414.8,1.55,2.85,77.1,21.9,40.9,81.93,0,S00239,689.5,10.75,92.55,92.85,Released,HPLC-ENZ-204,HPLC-01,Analyst_D,0.014,0
B2026-0240,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-02-14,RM-6689,Supplier_C,3000,Released,56249.0,29.44,6.03,34.08,358.9,1.2,3.29,72.1,21.3,44.7,86.43,0,S00240,898.5,10.75,93.94,93.69,Released,HPLC-ENZ-204,HPLC-03,Analyst_A,0.0,0
B2026-0241,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-04,2026-04-05,RM-1338,Supplier_C,5000,Released,55385.0,30.91,5.8,40.2,485.4,1.43,3.85,66.6,24.1,45.3,81.01,0,S00241,855.7,13.51,93.03,92.47,Released,HPLC-ENZ-204,HPLC-03,Analyst_A,0.044,0
B2026-0242,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-03,2026-06-13,RM-9987,Supplier_B,4000,Released,57645.0,30.59,5.98,30.69,454.4,1.25,2.67,74.4,17.8,35.8,80.55,0,S00242,786.5,12.42,91.02,91.4,Released,HPLC-ENZ-204,HPLC-01,Analyst_B,0.004,0
B2026-0243,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-04-11,RM-6272,Supplier_C,5000,Released,40178.0,31.04,5.65,27.35,350.5,1.35,2.48,69.8,20.2,45.1,83.16,0,S00243,835.1,13.64,95.03,95.33,Released,HPLC-ENZ-204,HPLC-02,Analyst_A,0.142,0
B2026-0244,ENZ-AN-001,Aspergillus niger,Rochester,F-02,2026-01-06,RM-3650,Supplier_C,5000,Released,42243.0,29.81,6.58,13.79,517.7,1.25,3.85,80.5,19.8,33.6,77.7,0,S00244,783.3,11.81,92.61,92.22,Released,HPLC-ENZ-204,HPLC-01,Analyst_D,0.374,1
B2026-0245,ENZ-AN-001,Aspergillus niger,Rochester,F-01,2026-02-16,RM-9657,Supplier_A,4000,Released,47216.0,29.19,5.25,37.13,456.2,1.45,3.07,72.0,22.8,38.2,82.56,0,S00245,775.4,13.58,94.15,94.93,Released,HPLC-ENZ-204,HPLC-02,Analyst_A,0.004,0
