batch_id,hour,pH,temperature_C,dissolved_oxygen_pct,feed_rate_L_hr,biomass_g_L
B2026-0074,66,5.37,30.17,34.1,3.89,36.01
B2026-0074,72,5.27,30.54,33.62,4.2,33.83
B2026-0075,0,6.75,30.28,47.04,0.88,2.27
B2026-0075,6,6.7,30.39,43.46,1.29,13.93
B2026-0075,12,6.71,30.39,46.0,1.65,18.63
B2026-0075,18,6.55,30.11,46.66,1.79,22.21
B2026-0075,24,6.53,30.29,44.01,1.61,23.88
B2026-0075,30,6.66,30.39,40.89,1.93,29.84
B2026-0075,36,6.4,30.22,38.61,1.88,30.35
B2026-0075,42,6.43,30.3,35.71,2.22,29.26
B2026-0075,48,6.41,30.3,32.48,2.54,32.4
B2026-0075,54,6.34,30.02,35.01,2.57,33.55
B2026-0075,60,6.27,30.29,34.37,2.98,35.59
B2026-0075,66,6.3,30.4,26.92,3.07,33.87
B2026-0075,72,6.31,30.27,29.43,3.32,36.17
B2026-0076,0,5.96,30.96,41.75,1.14,1.0
B2026-0076,6,5.97,30.94,45.37,1.5,11.94
B2026-0076,12,5.87,31.06,45.38,1.94,19.58
B2026-0076,18,5.92,30.8,39.63,2.08,22.13
B2026-0076,24,5.79,30.67,40.88,2.41,28.97
B2026-0076,30,5.66,31.13,34.1,2.46,28.21
B2026-0076,36,5.79,30.87,35.17,2.76,28.74
B2026-0076,42,5.74,30.96,36.78,3.16,28.03
B2026-0076,48,5.56,30.91,31.75,3.3,31.19
B2026-0076,54,5.65,30.91,31.91,3.54,33.72
B2026-0076,60,5.47,30.82,24.27,3.68,33.41
B2026-0076,66,5.65,30.57,25.26,4.15,36.86
B2026-0076,72,5.48,30.95,25.49,4.32,34.56
B2026-0077,0,6.48,30.31,53.7,1.45,4.06
B2026-0077,6,6.46,29.96,53.37,1.75,12.47
B2026-0077,12,6.45,30.07,53.69,1.7,19.23
B2026-0077,18,6.41,30.25,50.35,2.08,24.4
B2026-0077,24,6.34,30.16,54.38,2.26,28.45
B2026-0077,30,6.24,30.3,50.41,2.57,27.32
B2026-0077,36,6.15,30.11,48.46,2.76,30.95
B2026-0077,42,6.14,30.17,43.53,3.14,31.24
B2026-0077,48,6.11,30.1,42.38,3.24,34.47
B2026-0077,54,6.12,29.87,41.41,3.77,32.31
B2026-0077,60,6.19,30.07,42.08,4.04,34.57
B2026-0077,66,5.97,30.06,41.83,4.07,35.67
B2026-0077,72,5.99,30.22,35.14,4.36,33.12
B2026-0078,0,6.19,29.76,45.03,1.63,2.6
B2026-0078,6,6.14,29.6,44.68,2.0,12.3
B2026-0078,12,6.12,29.74,37.62,2.21,20.67
B2026-0078,18,6.05,29.5,40.06,2.59,22.28
B2026-0078,24,5.94,29.9,33.84,2.88,27.01
B2026-0078,30,6.06,29.83,34.5,3.49,27.11
B2026-0078,36,5.94,29.82,32.84,3.71,30.03
B2026-0078,42,5.92,29.48,33.69,3.9,33.72
B2026-0078,48,5.84,29.94,32.46,4.25,34.03
B2026-0078,54,5.85,29.82,25.27,4.47,35.53
B2026-0078,60,5.68,29.88,29.69,4.83,30.9
B2026-0078,66,5.68,30.06,24.96,5.14,32.71
B2026-0078,72,5.75,29.71,23.85,5.73,35.3
B2026-0079,0,5.95,30.05,34.07,1.12,1.68
B2026-0079,6,5.86,30.07,27.69,1.08,11.14
B2026-0079,12,5.87,30.17,31.97,1.51,18.83
B2026-0079,18,5.91,30.2,27.8,1.79,23.78
B2026-0079,24,6.01,30.37,23.26,2.01,25.64
B2026-0079,30,5.82,30.03,21.62,2.22,30.64
B2026-0079,36,5.79,30.36,23.0,2.42,30.05
B2026-0079,42,5.76,30.39,20.54,2.59,34.38
B2026-0079,48,5.67,30.25,20.06,2.81,31.62
B2026-0079,54,5.65,30.23,21.19,3.13,32.56
B2026-0079,60,5.63,30.28,18.54,3.18,34.18
B2026-0079,66,5.54,30.24,12.57,3.53,34.83
B2026-0079,72,5.58,30.23,11.93,3.77,33.24
B2026-0080,0,5.58,28.11,42.09,1.15,3.27
B2026-0080,6,5.48,28.01,36.87,1.47,13.66
B2026-0080,12,5.38,28.23,36.6,1.39,17.84
B2026-0080,18,5.48,28.22,36.84,1.89,25.42
B2026-0080,24,5.38,28.0,34.32,2.03,25.72
B2026-0080,30,5.35,28.17,31.24,2.11,29.86
B2026-0080,36,5.23,27.75,32.37,2.31,30.83
B2026-0080,42,5.19,28.14,30.2,2.54,30.22
B2026-0080,48,5.16,28.03,27.28,2.79,33.16
B2026-0080,54,5.19,27.94,26.22,2.87,37.29
B2026-0080,60,5.08,27.98,24.87,3.15,33.91
B2026-0080,66,5.06,27.81,23.03,3.21,36.84
B2026-0080,72,5.06,28.04,17.1,3.53,36.52
B2026-0081,0,6.34,30.45,52.48,1.4,2.73
B2026-0081,6,6.11,30.1,46.41,1.44,14.25
B2026-0081,12,6.0,30.28,47.21,1.71,18.08
B2026-0081,18,5.93,30.06,44.65,1.97,24.46
B2026-0081,24,5.96,30.07,43.48,2.58,25.36
B2026-0081,30,5.91,30.28,44.68,2.65,28.5
B2026-0081,36,5.84,30.28,40.73,2.71,32.67
B2026-0081,42,5.86,30.11,38.72,3.1,30.26
B2026-0081,48,5.64,30.17,37.03,3.2,33.11
B2026-0081,54,5.78,30.39,35.91,3.41,34.53
B2026-0081,60,5.68,30.33,38.45,3.79,29.58
B2026-0081,66,5.57,30.34,33.05,4.0,32.08
B2026-0081,72,5.57,30.08,32.45,4.35,33.49
B2026-0082,0,5.56,27.54,49.25,1.37,4.27
B2026-0082,6,5.56,27.35,46.12,1.56,15.89
B2026-0082,12,5.44,27.44,46.19,1.82,20.7
B2026-0082,18,5.46,27.46,46.04,2.34,25.71
B2026-0082,24,5.43,27.49,42.92,2.39,25.56
B2026-0082,30,5.45,27.53,41.16,2.48,29.24
B2026-0082,36,5.24,27.41,38.54,2.92,33.62
B2026-0082,42,5.35,27.72,39.37,3.28,34.78
B2026-0082,48,5.23,27.38,37.84,3.4,33.18
B2026-0082,54,5.21,27.41,38.16,3.53,34.49
B2026-0082,60,5.22,27.26,31.67,3.84,34.74
B2026-0082,66,5.12,27.49,28.83,4.45,34.31
B2026-0082,72,5.13,27.42,28.86,4.66,31.56
B2026-0083,0,6.51,28.61,32.65,1.01,2.52
B2026-0083,6,6.45,28.41,31.25,1.28,10.75
B2026-0083,12,6.5,28.7,29.82,1.43,18.96
B2026-0083,18,6.44,29.16,30.2,1.84,26.17
B2026-0083,24,6.34,29.03,28.72,1.93,27.35
B2026-0083,30,6.17,28.84,22.46,1.93,29.43
B2026-0083,36,6.17,28.79,24.24,2.35,29.45
B2026-0083,42,6.25,28.78,23.26,2.39,31.73
B2026-0083,48,6.22,28.94,19.2,2.68,31.36
B2026-0083,54,6.07,28.58,18.94,3.03,32.28
B2026-0083,60,6.07,28.76,19.74,3.08,33.03
B2026-0083,66,5.98,28.62,17.11,3.35,34.29
B2026-0083,72,6.07,28.99,11.17,3.65,34.77
B2026-0084,0,6.65,30.37,36.75,1.29,4.77
B2026-0084,6,6.59,30.23,35.22,1.29,12.06
B2026-0084,12,6.52,30.43,39.59,1.53,18.63
B2026-0084,18,6.58,30.31,33.29,1.67,23.15
B2026-0084,24,6.53,30.32,34.29,1.78,27.83
B2026-0084,30,6.47,30.7,31.51,2.21,33.39
B2026-0084,36,6.44,30.31,28.73,2.57,29.07
B2026-0084,42,6.41,30.25,28.74,2.42,34.01
B2026-0084,48,6.33,30.13,30.04,2.75,33.35
B2026-0084,54,6.36,30.39,21.56,3.1,33.31
B2026-0084,60,6.24,30.3,21.15,3.25,31.85
B2026-0084,66,6.21,30.34,24.94,3.34,36.38
B2026-0084,72,6.24,30.25,18.99,3.48,34.84
B2026-0085,0,5.83,30.51,39.99,1.19,4.35
B2026-0085,6,5.79,30.34,41.73,1.55,12.97
B2026-0085,12,5.8,30.08,38.96,1.81,20.42
B2026-0085,18,5.78,30.3,38.66,2.0,23.97
B2026-0085,24,5.69,30.4,34.26,2.48,29.85
B2026-0085,30,5.72,30.57,30.35,2.36,28.66
B2026-0085,36,5.62,30.3,28.56,2.91,34.04
B2026-0085,42,5.66,30.5,30.72,2.92,32.1
B2026-0085,48,5.66,30.28,27.77,3.4,34.61
B2026-0085,54,5.45,30.3,26.09,3.52,35.11
B2026-0085,60,5.41,30.5,25.72,4.04,34.37
B2026-0085,66,5.41,30.42,23.26,3.79,33.85
B2026-0085,72,5.36,30.1,22.2,4.0,33.91
B2026-0086,0,6.27,29.2,42.25,1.02,2.82
B2026-0086,6,6.21,29.2,39.69,1.26,13.18
B2026-0086,12,6.16,29.55,39.63,1.39,18.45
B2026-0086,18,6.07,29.29,36.95,1.55,22.79
B2026-0086,24,6.03,28.92,35.82,1.92,27.12
B2026-0086,30,6.14,29.3,36.21,2.24,29.0
B2026-0086,36,6.01,29.18,36.66,2.21,29.83
B2026-0086,42,6.0,29.06,33.06,2.45,31.71
B2026-0086,48,5.96,28.96,30.74,2.55,37.14
B2026-0086,54,5.89,29.1,26.07,2.95,32.93
B2026-0086,60,5.79,29.24,28.54,3.07,33.92
B2026-0086,66,5.81,29.22,26.33,3.24,35.85
B2026-0086,72,5.76,29.06,23.79,3.48,31.75
B2026-0087,0,5.79,29.64,38.03,0.96,4.15
B2026-0087,6,5.83,29.46,34.02,1.17,11.13
B2026-0087,12,5.79,29.48,29.57,1.63,18.46
B2026-0087,18,5.75,29.54,29.98,1.85,22.2
B2026-0087,24,5.65,29.46,28.78,1.81,24.75
B2026-0087,30,5.7,29.39,24.17,2.28,28.2
B2026-0087,36,5.72,29.51,26.08,2.36,26.82
B2026-0087,42,5.54,29.48,24.64,2.38,31.91
B2026-0087,48,5.5,29.54,22.29,2.89,34.45
B2026-0087,54,5.55,29.63,20.04,3.35,31.63
B2026-0087,60,5.45,29.64,20.66,3.29,34.91
B2026-0087,66,5.31,29.74,17.17,3.59,31.16
B2026-0087,72,5.41,29.42,17.14,3.69,34.98
B2026-0088,0,5.87,30.95,40.61,1.27,5.48
B2026-0088,6,5.9,30.77,39.6,1.75,15.26
B2026-0088,12,5.67,30.97,39.67,1.65,18.39
B2026-0088,18,5.79,31.04,33.93,2.04,23.51
B2026-0088,24,5.71,31.13,31.55,2.06,25.97
B2026-0088,30,5.85,30.86,28.75,2.29,29.83
B2026-0088,36,5.73,31.3,34.29,2.61,29.47
B2026-0088,42,5.74,30.9,28.57,2.77,30.12
B2026-0088,48,5.57,30.92,29.77,3.0,30.94
B2026-0088,54,5.46,30.99,26.87,3.21,32.76
B2026-0088,60,5.54,31.17,23.58,3.52,35.33
B2026-0088,66,5.43,30.96,23.48,3.58,34.46
B2026-0088,72,5.43,31.04,19.6,3.97,36.5
B2026-0089,0,6.55,29.85,37.82,1.44,3.28
B2026-0089,6,6.4,29.55,35.16,1.6,13.87
B2026-0089,12,6.36,29.72,37.44,1.96,19.88
B2026-0089,18,6.28,29.67,38.91,2.19,23.66
B2026-0089,24,6.26,29.63,32.97,2.46,26.07
B2026-0089,30,6.2,29.54,32.47,2.77,28.83
B2026-0089,36,6.05,29.75,30.91,2.84,31.96
B2026-0089,42,6.05,29.82,28.97,2.95,32.26
B2026-0089,48,6.06,29.58,26.03,3.47,32.12
B2026-0089,54,5.93,29.85,25.43,3.66,31.76
B2026-0089,60,6.05,29.47,24.61,3.94,33.11
B2026-0089,66,5.9,29.57,22.77,4.3,33.03
B2026-0089,72,5.92,29.79,17.85,4.54,33.01
B2026-0090,0,6.07,31.61,51.08,0.93,5.99
B2026-0090,6,6.15,31.28,47.64,1.35,12.36
B2026-0090,12,6.14,31.66,49.6,1.36,19.82
B2026-0090,18,5.93,31.77,48.27,1.59,24.8
B2026-0090,24,6.1,31.54,46.94,1.84,26.96
B2026-0090,30,5.84,31.57,44.34,2.31,26.45
B2026-0090,36,5.87,31.76,42.19,2.28,29.55
B2026-0090,42,5.79,31.3,39.83,2.39,32.17
B2026-0090,48,5.76,31.5,38.6,2.7,32.05
B2026-0090,54,5.7,31.58,40.06,2.93,32.54
B2026-0090,60,5.71,31.26,36.06,3.07,32.49
B2026-0090,66,5.63,31.51,36.74,3.45,32.82
B2026-0090,72,5.61,31.5,34.79,3.55,34.57
B2026-0091,0,6.79,29.91,55.2,0.84,2.72
B2026-0091,6,6.7,30.18,50.04,1.11,11.85
B2026-0091,12,6.63,30.1,47.56,1.25,19.61
B2026-0091,18,6.58,29.99,46.63,1.35,26.43
B2026-0091,24,6.57,30.08,46.19,1.47,26.58
B2026-0091,30,6.5,30.05,43.98,1.52,30.67
B2026-0091,36,6.51,29.96,45.65,1.57,32.71
B2026-0091,42,6.41,30.03,40.21,1.84,33.96
B2026-0091,48,6.54,29.97,40.48,2.12,35.44
B2026-0091,54,6.26,30.06,36.77,1.98,32.92
B2026-0091,60,6.45,29.9,38.22,2.57,33.88
B2026-0091,66,6.31,29.74,33.62,2.69,34.3
B2026-0091,72,6.28,30.02,37.86,2.69,36.84
B2026-0092,0,5.99,30.54,42.38,0.84,3.41
B2026-0092,6,5.95,30.47,44.01,1.12,11.78
B2026-0092,12,5.85,30.29,41.59,1.11,17.65
B2026-0092,18,5.93,30.23,42.94,1.29,24.57
B2026-0092,24,5.85,30.16,39.23,1.68,27.21
B2026-0092,30,5.83,30.39,37.53,1.63,29.97
B2026-0092,36,5.78,30.08,35.83,1.74,30.22
B2026-0092,42,5.77,30.18,30.96,2.01,29.86
B2026-0092,48,5.53,30.42,32.48,2.13,32.18
B2026-0092,54,5.52,30.11,30.04,2.08,33.92
B2026-0092,60,5.54,30.31,29.31,2.43,34.64
B2026-0092,66,5.5,30.31,27.89,2.25,35.18
B2026-0092,72,5.49,30.37,23.26,2.66,32.79
B2026-0093,0,6.54,30.92,41.01,1.01,3.06
B2026-0093,6,6.4,31.27,43.18,1.21,14.06
B2026-0093,12,6.4,31.1,38.4,1.33,18.29
B2026-0093,18,6.35,31.22,40.48,1.54,26.29
B2026-0093,24,6.29,30.86,37.96,1.58,26.42
B2026-0093,30,6.19,31.0,31.94,1.8,28.55
B2026-0093,36,6.26,31.32,34.72,1.84,31.72
B2026-0093,42,6.21,31.12,31.73,2.24,30.96
B2026-0093,48,6.16,31.31,28.79,2.27,32.75
B2026-0093,54,6.06,30.87,27.92,2.75,33.4
B2026-0093,60,6.09,30.81,27.91,2.76,32.9
B2026-0093,66,6.05,31.16,23.33,2.97,36.0
B2026-0093,72,5.99,31.0,23.51,3.22,32.59
B2026-0094,0,6.22,29.99,47.6,0.87,3.15
B2026-0094,6,6.23,29.88,46.51,1.32,13.82
B2026-0094,12,6.02,29.9,42.45,1.31,19.42
B2026-0094,18,5.98,29.96,40.75,1.45,26.57
B2026-0094,24,5.96,29.95,38.52,1.73,26.77
B2026-0094,30,5.92,30.04,37.62,1.87,33.17
B2026-0094,36,5.97,30.08,36.29,1.85,31.91
B2026-0094,42,5.93,30.02,38.46,2.19,33.16
B2026-0094,48,5.87,30.07,32.54,2.35,34.11
B2026-0094,54,5.78,30.16,30.7,2.64,33.93
B2026-0094,60,5.7,30.06,33.15,2.57,32.29
B2026-0094,66,5.72,30.41,28.36,2.96,34.6
B2026-0094,72,5.65,30.12,27.22,3.04,31.94
B2026-0095,0,6.43,29.43,39.58,1.29,4.87
B2026-0095,6,6.38,29.2,36.91,1.2,12.39
B2026-0095,12,6.35,29.56,37.36,1.5,16.93
B2026-0095,18,6.29,29.42,34.28,1.89,23.32
B2026-0095,24,6.3,29.06,36.34,1.91,28.02
B2026-0095,30,6.2,29.28,31.07,2.3,29.83
B2026-0095,36,6.24,29.51,30.63,2.69,30.94
B2026-0095,42,6.2,29.36,27.29,2.73,32.75
B2026-0095,48,6.09,29.36,28.53,2.93,28.43
B2026-0095,54,6.15,29.25,23.57,3.01,32.95
B2026-0095,60,5.98,29.19,22.27,3.43,36.94
B2026-0095,66,6.02,29.47,21.3,3.6,34.85
B2026-0095,72,5.89,29.23,22.18,3.94,34.53
B2026-0096,0,5.92,29.88,33.94,0.97,4.38
B2026-0096,6,5.94,29.96,36.08,1.18,10.99
B2026-0096,12,5.89,29.98,36.82,1.29,19.91
B2026-0096,18,5.92,29.89,34.37,1.65,25.67
B2026-0096,24,5.85,30.28,29.26,1.95,27.98
B2026-0096,30,5.87,29.88,30.6,2.05,27.51
B2026-0096,36,5.73,29.6,26.97,1.96,30.48
B2026-0096,42,5.88,30.18,22.86,2.31,33.19
B2026-0096,48,5.64,29.95,24.71,2.26,31.3
B2026-0096,54,5.63,29.94,21.16,2.51,33.32
B2026-0096,60,5.63,29.91,24.24,2.71,34.18
B2026-0096,66,5.51,30.01,17.85,3.21,31.67
B2026-0096,72,5.6,29.94,18.93,3.32,35.72
B2026-0097,0,6.09,30.07,42.21,0.95,7.18
B2026-0097,6,6.11,29.91,35.11,1.23,9.85
B2026-0097,12,6.02,29.94,33.16,1.55,18.76
B2026-0097,18,5.97,29.93,34.44,1.67,22.54
B2026-0097,24,5.97,29.97,29.87,1.82,27.7
B2026-0097,30,5.96,29.94,31.92,1.94,27.72
B2026-0097,36,5.87,30.2,29.3,2.23,33.12
B2026-0097,42,5.82,30.31,26.37,2.34,31.74
B2026-0097,48,5.78,29.85,31.02,2.7,33.54
B2026-0097,54,5.73,29.89,26.28,2.66,31.74
B2026-0097,60,5.7,30.18,21.9,3.11,33.94
B2026-0097,66,5.75,29.74,22.53,3.24,35.59
B2026-0097,72,5.58,29.98,19.27,3.35,32.51
B2026-0098,0,6.07,29.06,39.41,1.0,1.17
B2026-0098,6,6.05,29.2,40.75,1.23,13.15
B2026-0098,12,5.98,29.29,41.89,1.46,22.97
B2026-0098,18,5.94,28.86,34.75,1.61,27.06
B2026-0098,24,5.93,28.92,32.79,1.97,28.32
B2026-0098,30,5.87,28.76,30.75,2.24,30.18
B2026-0098,36,5.86,29.33,35.34,2.23,30.78
B2026-0098,42,5.78,29.0,26.87,2.25,29.41
B2026-0098,48,5.84,28.81,32.15,2.54,35.45
B2026-0098,54,5.71,28.81,29.24,2.99,32.1
B2026-0098,60,5.67,28.91,24.85,3.04,33.37
B2026-0098,66,5.54,28.96,24.91,3.2,33.72
B2026-0098,72,5.55,28.95,24.74,3.28,35.51
B2026-0099,0,5.86,29.86,35.23,1.06,3.99
B2026-0099,6,5.78,29.87,36.02,1.58,13.2
B2026-0099,12,5.66,30.0,33.12,1.77,21.29
B2026-0099,18,5.7,29.93,30.75,1.74,24.61
B2026-0099,24,5.76,29.96,30.51,2.25,26.28
B2026-0099,30,5.55,29.61,31.72,2.15,29.38
B2026-0099,36,5.57,29.75,25.62,2.42,30.66
B2026-0099,42,5.59,29.87,24.76,2.4,29.68
B2026-0099,48,5.71,30.04,26.71,2.71,32.86
B2026-0099,54,5.43,29.62,21.26,3.16,34.72
B2026-0099,60,5.38,29.77,22.36,3.14,34.01
B2026-0099,66,5.42,29.88,19.78,3.34,33.38
B2026-0099,72,5.29,29.59,17.46,3.73,32.36
B2026-0100,0,6.4,29.6,43.62,1.41,6.47
B2026-0100,6,6.37,29.2,47.03,1.63,13.82
B2026-0100,12,6.26,29.47,43.05,2.0,18.23
B2026-0100,18,6.24,29.3,43.53,2.29,21.17
B2026-0100,24,6.27,29.45,41.29,2.64,27.32
B2026-0100,30,6.24,29.44,41.45,2.84,29.91
B2026-0100,36,6.16,29.67,39.24,3.04,29.84
B2026-0100,42,6.09,29.37,34.11,3.12,29.67
B2026-0100,48,6.17,29.38,38.44,3.69,32.77
B2026-0100,54,5.92,29.48,36.83,4.11,33.87
B2026-0100,60,5.9,29.34,29.76,4.35,36.34
B2026-0100,66,5.94,29.44,32.98,4.35,34.29
B2026-0100,72,5.91,29.35,27.02,4.66,36.56
B2026-0101,0,6.49,30.66,51.3,1.25,4.0
B2026-0101,6,6.3,30.63,51.08,1.52,12.5
B2026-0101,12,6.28,30.6,47.79,1.91,16.43
B2026-0101,18,6.35,30.67,48.31,2.16,22.53
B2026-0101,24,6.16,30.49,45.01,2.41,25.95
B2026-0101,30,6.21,30.29,43.15,2.71,28.89
B2026-0101,36,6.08,30.55,36.28,2.7,32.39
B2026-0101,42,6.05,30.58,36.09,2.88,33.78
B2026-0101,48,6.08,30.45,37.91,3.32,31.05
B2026-0101,54,5.88,30.62,38.73,3.65,34.77
B2026-0101,60,5.87,30.66,35.47,3.82,33.58
B2026-0101,66,5.88,30.19,36.74,4.12,31.98
B2026-0101,72,5.91,30.58,32.0,4.24,35.24
B2026-0102,0,6.31,29.86,35.57,1.17,3.78
B2026-0102,6,6.36,29.92,30.78,1.46,10.48
B2026-0102,12,6.29,29.91,31.85,1.71,19.71
B2026-0102,18,6.14,30.01,26.2,1.87,20.12
B2026-0102,24,6.1,30.2,27.71,2.06,25.47
B2026-0102,30,6.08,30.05,24.7,2.51,28.87
B2026-0102,36,6.11,29.82,23.08,2.58,30.25
B2026-0102,42,6.04,30.07,25.25,2.8,33.71
B2026-0102,48,6.06,30.19,19.42,2.99,32.54
B2026-0102,54,6.02,30.14,19.3,3.34,32.61
B2026-0102,60,5.99,30.18,18.82,3.48,34.96
B2026-0102,66,5.85,30.05,16.49,3.53,34.92
B2026-0102,72,5.78,29.96,14.38,3.83,34.56
B2026-0103,0,6.69,29.68,47.34,1.01,7.43
B2026-0103,6,6.64,29.63,42.65,1.45,12.17
B2026-0103,12,6.52,29.93,42.2,1.6,20.49
B2026-0103,18,6.58,30.16,38.0,1.63,23.21
B2026-0103,24,6.66,30.07,42.45,1.85,25.81
B2026-0103,30,6.43,29.68,41.27,2.12,28.98
B2026-0103,36,6.48,29.55,36.81,2.23,30.36
B2026-0103,42,6.36,29.71,35.57,2.6,31.66
B2026-0103,48,6.38,29.67,34.9,2.75,32.12
B2026-0103,54,6.27,29.77,35.69,2.98,31.74
B2026-0103,60,6.33,29.73,30.94,3.13,35.82
B2026-0103,66,6.19,30.01,26.69,3.37,36.31
B2026-0103,72,6.2,30.14,26.66,3.65,37.29
B2026-0104,0,6.57,29.68,42.65,1.2,1.59
B2026-0104,6,6.65,30.0,46.69,1.44,13.33
B2026-0104,12,6.66,30.01,40.15,1.39,18.23
B2026-0104,18,6.53,29.95,35.22,1.71,23.64
B2026-0104,24,6.52,30.17,38.28,1.84,24.1
B2026-0104,30,6.49,29.8,38.06,2.33,26.83
B2026-0104,36,6.44,30.12,36.78,2.12,29.52
B2026-0104,42,6.29,30.0,33.98,2.26,31.54
B2026-0104,48,6.37,29.95,31.87,2.75,31.26
B2026-0104,54,6.28,29.93,31.22,3.09,33.59
B2026-0104,60,6.31,29.87,25.52,3.27,34.08
B2026-0104,66,6.23,29.74,30.41,3.51,33.78
B2026-0104,72,6.1,30.09,23.04,3.91,33.51
B2026-0105,0,6.12,30.13,51.89,1.16,4.03
B2026-0105,6,6.03,30.26,49.35,1.43,12.91
B2026-0105,12,6.01,30.05,46.71,1.7,19.39
B2026-0105,18,5.9,30.04,43.46,1.99,23.44
B2026-0105,24,5.95,30.31,42.98,2.12,25.59
B2026-0105,30,5.93,30.0,41.04,2.49,28.68
B2026-0105,36,5.71,30.04,38.14,2.6,32.8
B2026-0105,42,5.73,30.08,37.86,3.0,31.48
B2026-0105,48,5.74,29.97,38.41,3.16,32.77
B2026-0105,54,5.6,29.97,31.15,3.31,34.34
B2026-0105,60,5.54,29.92,31.08,3.59,33.38
B2026-0105,66,5.55,30.31,33.81,4.12,31.77
B2026-0105,72,5.47,30.26,28.82,4.22,34.74
B2026-0106,0,6.38,30.59,48.02,1.25,3.85
B2026-0106,6,6.22,30.21,47.26,1.64,12.27
B2026-0106,12,6.28,30.34,39.05,1.92,17.17
B2026-0106,18,6.14,30.46,41.92,2.15,24.47
B2026-0106,24,6.15,30.31,40.15,2.11,29.17
B2026-0106,30,5.99,30.38,35.34,2.46,29.16
B2026-0106,36,6.0,30.6,36.85,2.74,30.6
B2026-0106,42,6.06,30.57,32.54,2.96,32.71
B2026-0106,48,5.97,30.27,34.73,3.18,34.8
B2026-0106,54,5.94,30.26,30.59,3.47,33.7
B2026-0106,60,5.85,30.26,27.27,3.85,34.32
B2026-0106,66,5.83,30.47,27.24,4.05,38.02
B2026-0106,72,5.85,30.39,25.85,3.94,36.04
B2026-0107,0,5.98,29.22,31.51,0.88,4.67
B2026-0107,6,5.88,29.4,32.96,1.32,13.34
B2026-0107,12,5.9,28.99,28.74,1.36,20.7
B2026-0107,18,5.92,29.28,28.4,1.36,24.89
B2026-0107,24,5.73,29.74,26.56,2.04,27.95
B2026-0107,30,5.66,29.34,28.0,1.96,30.4
B2026-0107,36,5.73,29.39,24.84,2.03,30.69
B2026-0107,42,5.65,29.02,23.63,2.36,30.05
B2026-0107,48,5.58,29.25,25.56,2.59,34.4
B2026-0107,54,5.55,29.02,21.47,2.68,32.95
B2026-0107,60,5.45,29.31,20.67,3.06,36.27
B2026-0107,66,5.58,28.99,14.57,2.93,35.16
B2026-0107,72,5.39,29.23,14.94,3.38,32.2
B2026-0108,0,6.08,29.27,38.3,1.19,2.81
B2026-0108,6,5.99,29.41,32.85,1.29,10.21
B2026-0108,12,5.99,29.13,32.26,1.51,19.36
B2026-0108,18,6.02,29.6,27.74,1.9,23.86
B2026-0108,24,5.93,29.29,31.11,2.12,28.91
B2026-0108,30,5.82,29.14,30.93,2.45,29.96
B2026-0108,36,5.98,28.98,27.99,2.69,29.82
B2026-0108,42,6.02,29.3,20.43,2.84,30.91
B2026-0108,48,5.89,29.35,22.04,3.2,34.26
B2026-0108,54,5.73,29.25,22.68,3.21,32.96
B2026-0108,60,5.74,29.11,15.6,3.51,30.91
B2026-0108,66,5.64,29.01,15.19,3.76,33.87
B2026-0108,72,5.64,29.07,15.59,3.98,34.35
B2026-0109,0,5.99,30.92,45.73,0.58,2.87
B2026-0109,6,5.89,30.66,42.54,0.96,16.43
B2026-0109,12,5.83,30.77,40.44,1.25,20.4
B2026-0109,18,5.86,30.98,40.63,1.22,26.16
B2026-0109,24,5.81,30.44,40.81,1.34,28.18
B2026-0109,30,5.76,30.51,38.86,1.59,29.69
B2026-0109,36,5.72,31.0,37.56,1.71,32.53
B2026-0109,42,5.78,30.91,35.56,1.92,32.38
B2026-0109,48,5.61,31.1,32.07,2.15,32.66
B2026-0109,54,5.48,30.75,30.89,2.24,33.59
B2026-0109,60,5.46,30.99,32.58,2.51,34.25
B2026-0109,66,5.48,30.88,27.66,2.49,33.94
B2026-0109,72,5.35,30.79,26.35,2.6,34.98
B2026-0110,0,6.79,29.58,53.56,1.14,2.75
B2026-0110,6,6.64,29.68,53.82,1.5,11.2
B2026-0110,12,6.71,29.85,49.26,1.85,19.57
B2026-0110,18,6.58,29.77,49.43,2.0,23.88
B2026-0110,24,6.53,29.41,48.95,2.12,28.0
B2026-0110,30,6.54,29.66,48.36,2.43,29.39
B2026-0110,36,6.46,29.96,43.3,2.6,28.95
B2026-0110,42,6.47,29.62,42.21,2.81,32.09
B2026-0110,48,6.31,29.37,42.48,2.85,34.13
B2026-0110,54,6.44,29.69,42.58,3.34,35.86
B2026-0110,60,6.27,29.36,38.24,3.78,34.7
B2026-0110,66,6.23,29.76,38.76,3.8,38.15
B2026-0110,72,6.19,29.86,36.75,3.96,33.8
B2026-0111,0,6.34,29.03,28.96,1.14,4.98
B2026-0111,6,6.25,29.0,27.42,1.54,11.9
B2026-0111,12,6.18,28.94,29.48,1.96,17.63
B2026-0111,18,6.27,28.94,23.6,2.21,20.64
B2026-0111,24,6.1,28.92,22.36,2.4,26.71
B2026-0111,30,6.06,29.17,20.97,2.61,29.37
B2026-0111,36,6.14,29.03,17.76,2.64,28.65
B2026-0111,42,5.96,28.99,16.09,3.16,31.14
B2026-0111,48,5.89,29.1,18.36,3.24,33.21
B2026-0111,54,5.79,28.79,12.86,3.76,32.29
B2026-0111,60,5.81,29.01,12.53,3.79,36.87
